;sending_location;delivery_location
302;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Skarżysko-Kamienna 2
303;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 55
304;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kłaj
305;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 60
306;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Piaseczno k. Warszawy 6
307;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Busko-Zdrój 1
308;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Przemyśl 2
309;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 16
310;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Kraków 28
311;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Czarne k. Szczecinka 1
312;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Bochnia
313;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Włoszczowa
314;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 73
315;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Zabrze 1
316;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Skawina
317;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Błonie
318;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Luboń 1
319;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Cedry Wielkie
320;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Sochaczew 1
321;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Gniezno 1
322;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Katowice 26
323;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Wrocław 60
324;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Chorzów 6
325;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Gdynia 2
326;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Poznań 47
327;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Tarnowskie Góry 1
328;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Nowy Sącz 2
329;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Rzeszów 1
330;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Solec Kujawski 1
331;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);PP Rudna Mała R101
332;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Łódź 1
333;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);PP Białystok B103
334;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Warszawa 93
335;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kalisz 2
336;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Tuchów
337;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Trzebiatów n. Regą 1
338;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Bielsko-Biała 2
339;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Wałbrzych 5
340;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Stalowa Wola 1
341;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Sucha Beskidzka
342;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Konin 2
343;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Mikołów 1
344;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Wągrowiec
345;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Sucha Beskidzka
346;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Bytów 1
347;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kozy
348;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kielce 2
349;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Orzesze
350;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Chorzele
351;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Radom 2
352;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Grodzisk Mazowiecki 1
353;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Słupca 1
354;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Gdańsk 50
355;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Sokółka
356;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Śmigiel
357;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Ełk 1
358;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Rymanów
359;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Konin 2
360;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Przeźmierowo
361;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kościerzyna 1
362;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Świdnica Śląska 1
363;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Mirków
364;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Goleniów 1
365;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Marki 1
366;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Czarna Białostocka
367;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Żary 1
368;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Warszawa 86
369;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kłobuck
370;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Dąbrówka k. Radzymina
371;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Konstancin-Jeziorna 4
372;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Jarosław 1
373;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Warszawa 46
374;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Olkusz
375;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Warszawa 145
376;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Piastów 1
377;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Warszawa 4
378;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Warszawa 113
379;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Rzeszów 2
380;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Staszów 1
381;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Katowice 14
382;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Kraków 73
383;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Jasło 1
384;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Tarnów 1
385;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Gromnik
386;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Iwonicz-Zdrój
387;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Grybów
388;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 52
389;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Wawrzeńczyce
390;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Blachownia 1
391;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Sieradz 2
392;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Werbkowice
393;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Trzebinia
394;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Liszki
395;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Nowy Wiśnicz
396;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Sułkowice
397;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Jankowice k. Rybnika
398;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Kraków 11
399;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Tarnów 3
400;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 65
401;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Radom 12
402;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Krasnobród
403;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);FUP Kraków 47
404;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 45
405;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Wadowice
406;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);AP Podłęże
407;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Bieruń Nowy
408;UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka);UP Kraków 1
409;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Motycz
410;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Tarnowskie Góry 1
411;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Katowice 1
412;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Ustroń k. Cieszyna 1
413;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sławków
414;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Częstochowa 1
415;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kraków 49
416;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kraków 4
417;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Garwolin 1
418;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Katowice 14
419;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Raszyn
420;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Środa Wielkopolska 1
421;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Katowice 25
422;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Mysłowice 1
423;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);FUP Katowice 25
424;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gliwice 22
425;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Jaworzno 1
426;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 1
427;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Będzin 1
428;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Racibórz
429;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);FUP Katowice 1
430;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łódź 1
431;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kołaczyce
432;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 119
433;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);PP Rudna Mała R101
434;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bydgoszcz 4
435;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Mirków
436;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Zambrów 1
437;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Szczecinek 1
438;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Pruszcz Gdański 1
439;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łódź 87
440;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Tomaszów Lubelski 1
441;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Radzymin
442;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 4
443;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Nowy Dwór Mazowiecki 1
444;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łęczyca
445;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łowicz 1
446;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Brzeg 1
447;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 94
448;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Żory 1
449;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Pawłowice
450;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kielce 2
451;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Mikołów 1
452;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Ruda Śląska 9
453;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gdynia 2
454;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 22
455;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 113
456;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gliwice 2
457;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Nowy Tomyśl
458;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 36
459;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 78
460;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);PP Katowice S105
461;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Przeźmierowo
462;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Września 1
463;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Chorzów 6
464;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Piekary Śląskie 1
465;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);PP Piotrków Trybunalski E301
466;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Jawor 1
467;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wisła
468;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Tychy 1
469;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Ogrodzieniec
470;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Koszęcin
471;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bytom 2
472;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Rybnik 1
473;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sosnowiec 8
474;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Chorzów 1
475;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Siemianowice Śląskie 1
476;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 42
477;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bielsko-Biała 2
478;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Krapkowice 1
479;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Pszczyna
480;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łódź 52
481;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sosnowiec 19
482;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Oława 1
483;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wieliczka
484;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Mikołów 3
485;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bieruń Nowy
486;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Imielin
487;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sosnowiec 1
488;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sandomierz 1
489;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Trzebinia
490;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Żarnowiec n. Pilicą
491;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Ruda Śląska 6
492;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Pabianice 1
493;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Dąbrowa Górnicza 1
494;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Poznań 41
495;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gryfino 1
496;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Mielec 1
497;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Świdnik k. Lublina 1
498;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Katowice 26
499;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Zabrze 1
500;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wielka Wieś
501;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Dąbrowa Górnicza 9
502;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wojkowice
503;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gdańsk 50
504;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kraków 73
505;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Radomsko 1
506;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Pyskowice
507;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Cieszyn 1
508;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kraków 23
509;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Jastrzębie-Zdrój
510;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gdańsk 6
511;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gdańsk 24
512;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Ruda Śląska 12
513;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kędzierzyn-Koźle 1
514;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Olkusz
515;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Chrzanów
516;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Lędziny 1
517;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bielsko-Biała 1
518;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Limanowa
519;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Włoszczowa
520;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Lipno 1
521;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Zduńska Wola 1
522;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Darłowo 1
523;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Mysiadło
524;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 148
525;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Konstancin-Jeziorna 4
526;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Tarnów 2
527;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łódź 17
528;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łódź 11
529;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Trąbki Wielkie
530;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Rudnik n. Sanem
531;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Chełm 1
532;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gliwice 21
533;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Przemyśl 2
534;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sośnicowice
535;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 45
536;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 76
537;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Szczecin 2
538;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Zawiercie 1
539;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Czeladź 1
540;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Nozdrzec
541;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Ruda Śląska 1
542;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Poznań 29
543;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 153
544;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 93
545;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Skoczów
546;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);FUP Wrocław 15
547;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wrocław 16
548;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sucha Beskidzka
549;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Poznań 2
550;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Brodnica 1
551;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sulejówek 1
552;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 145
553;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 92
554;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Pilica
555;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Szczekociny
556;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Nowy Targ 1
557;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Zielona Góra 2
558;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Tuchów
559;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gostyń Poznański 1
560;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wyszków 4
561;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Koszalin 2
562;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Lębork 2
563;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Świebodzice 1
564;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Zgorzelec 1
565;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Koło 1
566;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Serock n. Narwią
567;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Krasnystaw
568;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bydgoszcz 6
569;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sobótka k. Wrocławia 1
570;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Rymanów
571;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);PP Lublin L101
572;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Porąbka k. Kęt
573;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Ozimek
574;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 79
575;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Łódź 15
576;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bochnia
577;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 44
578;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wrocław 14
579;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Konin 2
580;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Kielce 23
581;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sokółka
582;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);FUP Tychy 1
583;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Radzionków 1
584;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Tarnobrzeg 1
585;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Katowice 6
586;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Poznań 68
587;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Zamość 1
588;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Bydgoszcz 31
589;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Gdańsk 5
590;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Warszawa 46
591;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);FUP Wrocław 48
592;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Poznań 47
593;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Wrocław 52
594;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Czerwionka-Leszczyny 3
595;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Krosno Odrzańskie 1
596;UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice);UP Sieradz 2
597;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Stargard 2
598;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Radom 9
599;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Swarzędz 1
600;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bielsko-Biała 1
601;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Bieruń Nowy
602;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kłobuck
603;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Toruń 5
